DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220126302,12/13/2022 12:00:00 AM,12/13/2022 12:00:00 AM,1400,1,Central,154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 2004,49,M,H,210,RESTAURANT/FAST FOOD,308,STICK,AA,Adult Arrest,230,998,,,6TH                          ST,LOS ANGELES,34.0446,-118.249
221017636,12/13/2022 12:00:00 AM,12/13/2022 12:00:00 AM,1950,10,West Valley,1004,2,354,THEFT OF IDENTITY,1822 0922,68,F,I,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8000    CANBY                        AV,,34.2156,-118.5344
221225121,12/13/2022 12:00:00 AM,12/13/2022 12:00:00 AM,2000,12,77th Street,1256,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0448 0444 0429 1243 0319,50,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,300 W  74TH                         ST,,33.9727,-118.2783
222018801,12/13/2022 12:00:00 AM,12/13/2022 12:00:00 AM,1730,20,Olympic,2029,1,210,ROBBERY,0910 2052 2050 0447 0342 0416 0420 0370 0446 1822,50,M,W,905,MTA - RED LINE - WILSHIRE/VERMONT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,3100    WILSHIRE                     BL,,34.0652,-118.2878
220717819,12/15/2022 12:00:00 AM,12/13/2022 12:00:00 AM,1030,7,Wilshire,705,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,25,M,A,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,MELROSE                      AV,N  LA BREA                      AV,34.0835,-118.3441
200817552,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,805,8,West LA,853,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,52,M,W,101,STREET,,,AA,Adult Arrest,740,,,,BARRINGTON,NEBRASKA,34.0445,-118.4491
201421626,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1215,14,Pacific,1444,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0326 0359 1402 1100 0430,19,M,B,707,GARAGE/CARPORT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,998,,,3200    CARTER                       AV,,33.9868,-118.4451
201116697,12/16/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1115,11,Northeast,1177,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,61,F,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,2600    JEFFERIES                    AV,,34.0853,-118.2241
200218579,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,100,2,Rampart,256,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 1822 0445 0329 2004,44,M,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740,998,,,BURLINGTON,6TH                          ST,34.058,-118.2715
201421696,12/15/2020 12:00:00 AM,12/14/2020 12:00:00 AM,2000,14,Pacific,1406,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,26,F,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,3600    MENTONE                      AV,,34.0223,-118.4069
201016124,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1700,10,West Valley,1021,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0554 0421 2038,51,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,930,,,,6800    TAMPA                        AV,,34.1954,-118.5577
200619232,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,800,6,Hollywood,646,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0400 2004 1218 0445 1402,27,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,998,,,MCCADDEN                     PL,LELAND                       WY,34.0967,-118.338
210320273,12/14/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1000,3,Southwest,328,1,480,BIKE - STOLEN,1251 0344 2032 1822,20,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,700 W  28TH                         ST,,34.027,-118.2794
210918128,12/16/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1730,9,Van Nuys,915,1,330,BURGLARY FROM VEHICLE,0344 1822,39,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,14100    SHERMAN                      WY,,34.2012,-118.4404
211916700,12/14/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1138,19,Mission,1995,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1814,24,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,745,,,,14600    BLYTHE                       ST,,34.2152,-118.4531
210517134,12/14/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1803,5,Harbor,541,1,761,BRANDISH WEAPON,0913 0361 0359 0334 0603,27,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AO,Adult Other,761,,,,1000 W  CAPITOL                      DR,,33.7547,-118.3011
211116584,12/18/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1930,11,Northeast,1123,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,32,F,W,101,STREET,,,IC,Invest Cont,331,,,,3800    EDENHURST                    AV,,34.1208,-118.2634
211225177,12/14/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1530,12,77th Street,1273,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,53,F,B,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,341,,,,9100 S  WESTERN                      AV,,33.9539,-118.309
211518711,12/14/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1300,15,N Hollywood,1503,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0431 2004,48,M,H,203,OTHER BUSINESS,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,6600    LAUREL CANYON                BL,,34.2003,-118.4002
210517256,12/17/2021 12:00:00 AM,12/14/2021 12:00:00 AM,2100,5,Harbor,515,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,48,M,H,101,STREET,,,IC,Invest Cont,331,,,,1700    GULF                         AV,,33.797,-118.2743
211821569,12/14/2021 12:00:00 AM,12/14/2021 12:00:00 AM,2020,18,Southeast,1862,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1822 0430,39,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,119TH                        ST,SAN PEDRO                    ST,33.9247,-118.2696
210122229,12/14/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1427,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0407 0421 1218 2004 0913,61,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,,400 E  7TH                          ST,,34.0421,-118.2469
212018307,12/15/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1930,20,Olympic,2026,2,624,BATTERY - SIMPLE ASSAULT,0400 0447 0603 0913,55,M,B,121,YARD (RESIDENTIAL/BUSINESS),500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,3500 W  5TH                          ST,,34.0672,-118.2941
221704390,12/15/2021 12:00:00 AM,12/14/2021 12:00:00 AM,2340,17,Devonshire,1753,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,40,M,F,101,STREET,,,IC,Invest Cont,331,,,,20600    MAYALL                       ST,,34.2536,-118.582
220620139,12/14/2022 12:00:00 AM,12/14/2022 12:00:00 AM,1330,6,Hollywood,636,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 0416 2000,35,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1800    WHITLEY                      AV,,34.1035,-118.3334
221421191,12/20/2022 12:00:00 AM,12/14/2022 12:00:00 AM,1327,14,Pacific,1469,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,47,F,B,145,MAIL BOX,,,IC,Invest Cont,440,,,,6700    LA TIJERA                    BL,,33.9787,-118.3702
221225196,12/14/2022 12:00:00 AM,12/14/2022 12:00:00 AM,1300,12,77th Street,1266,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0344,32,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,FIGUEROA                     ST,81ST                         ST,33.9659,-118.2827
221518641,12/15/2022 12:00:00 AM,12/14/2022 12:00:00 AM,2230,15,N Hollywood,1553,2,624,BATTERY - SIMPLE ASSAULT,0444 0913,59,M,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,11700    RIVERSIDE                    DR,,34.1576,-118.3878
220321891,12/14/2022 12:00:00 AM,12/14/2022 12:00:00 AM,1200,3,Southwest,362,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0913 0421 1912,44,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,4700    COLISEUM                     ST,,34.0176,-118.3488
230805470,02/04/2023 12:00:00 AM,12/14/2022 12:00:00 AM,800,8,West LA,804,2,354,THEFT OF IDENTITY,1822 0100 0928,46,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 N  BLUEGRASS                    LN,,34.0747,-118.4861
220717802,12/15/2022 12:00:00 AM,12/14/2022 12:00:00 AM,1700,7,Wilshire,784,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1822,28,M,H,101,STREET,,,IC,Invest Cont,331,,,,2200 S  HIGHLAND                     AV,,34.0372,-118.3478
220818643,12/27/2022 12:00:00 AM,12/14/2022 12:00:00 AM,2005,8,West LA,817,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,22,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1000    TIVERTON                     AV,,34.0621,-118.4428
221117454,12/14/2022 12:00:00 AM,12/14/2022 12:00:00 AM,1240,11,Northeast,1176,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,49,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1100    CRYSTAL                      ST,,34.0882,-118.2297
201016118,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,1330,10,West Valley,1029,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1817 0421 1414 0906 1816 1270 0946 1300 1402,19,F,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,930,998,,,15900    VANOWEN                      ST,,34.1976,-118.4799
202117109,12/16/2020 12:00:00 AM,12/15/2020 12:00:00 AM,2100,21,Topanga,2177,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,35,M,X,503,HOTEL,,,IC,Invest Cont,740,,,,21800    OXNARD                       ST,,34.1792,-118.6026
210114746,08/06/2021 12:00:00 AM,12/15/2020 12:00:00 AM,1730,1,Central,156,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0913 0421,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,930,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
200817623,12/16/2020 12:00:00 AM,12/15/2020 12:00:00 AM,2100,8,West LA,824,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0394,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,300    ENTRADA                      DR,,34.0299,-118.5153
211404210,01/05/2021 12:00:00 AM,12/15/2020 12:00:00 AM,800,14,Pacific,1458,1,310,BURGLARY,1609 0344,58,M,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,4700    BERRYMAN                     AV,,33.9957,-118.4064
211422927,12/15/2021 12:00:00 AM,12/15/2021 12:00:00 AM,120,14,Pacific,1441,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 0416,40,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,2300    CLEMENTE                     AV,,33.9843,-118.4643
211614370,12/15/2021 12:00:00 AM,12/15/2021 12:00:00 AM,200,16,Foothill,1651,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,45,F,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,9700    LAUREL CANYON                BL,,34.246,-118.4186
210620608,12/20/2021 12:00:00 AM,12/15/2021 12:00:00 AM,800,6,Hollywood,622,1,210,ROBBERY,0344 1822 1501 0334 0355,44,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AO,Adult Other,210,,,,1800    EL CERRITO                   PL,,34.104,-118.3449
212018309,12/15/2021 12:00:00 AM,12/15/2021 12:00:00 AM,300,20,Olympic,2029,1,210,ROBBERY,0302 0308 0337 0327 0344 1309 1822 0417,27,M,A,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,210,,,,6TH,VERMONT                      ST,34.0637,-118.2905
221225482,12/16/2022 12:00:00 AM,12/15/2022 12:00:00 AM,900,12,77th Street,1205,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1822,39,M,H,101,STREET,,,IC,Invest Cont,331,,,,1100 W  49TH                         ST,,33.9987,-118.2938
220620343,12/19/2022 12:00:00 AM,12/15/2022 12:00:00 AM,1700,6,Hollywood,638,2,354,THEFT OF IDENTITY,1822 0930,52,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5500    HOLLYWOOD                    BL,,34.1038,-118.3151
220620178,12/15/2022 12:00:00 AM,12/15/2022 12:00:00 AM,2200,6,Hollywood,639,1,761,BRANDISH WEAPON,1266 0334 1822 1501,24,M,B,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761,,,,5400    HOLLYWOOD                    BL,,34.1036,-118.3049
200817633,12/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1500,8,West LA,831,1,330,BURGLARY FROM VEHICLE,1309 1822 1609 0352 0377 0344,37,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1100    AMHERST                      AV,,34.046,-118.4713
200619350,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1430,6,Hollywood,669,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906 1912,54,M,H,101,STREET,,,IC,Invest Cont,956,,,,5400    SANTA MONICA                 BL,,34.0929,-118.3048
200817642,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1150,8,West LA,897,1,310,BURGLARY,0906 0216 0321 0344 1609 1822,78,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,3100    OAKHURST                     AV,,34.0349,-118.3955
200122473,12/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,2100,1,Central,192,1,330,BURGLARY FROM VEHICLE,1403 1822 1609 0377 1307 0344 0329,24,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,200    VENICE                       BL,,34.0347,-118.2646
210620460,12/16/2021 12:00:00 AM,12/16/2021 12:00:00 AM,335,6,Hollywood,645,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1822 0334,27,M,B,101,STREET,107,OTHER FIREARM,IC,Invest Cont,230,,,,6900    BONITA                       TR,,34.1048,-118.3403
211614439,12/17/2021 12:00:00 AM,12/16/2021 12:00:00 AM,2022,16,Foothill,1611,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0913,13,F,H,729,SPECIALTY SCHOOL/OTHER,511,VERBAL THREAT,IC,Invest Cont,930,,,,13300    VAUGHN                       ST,,34.2811,-118.4232
210517319,12/16/2021 12:00:00 AM,12/16/2021 12:00:00 AM,1415,5,Harbor,541,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1256 1237 0344 1202,80,F,W,402,MARKET,,,AO,Adult Other,440,,,,1000 N  WESTERN                      AV,,33.7522,-118.3089
212018350,12/16/2021 12:00:00 AM,12/16/2021 12:00:00 AM,115,20,Olympic,2013,1,761,BRANDISH WEAPON,1822 0334 1501 0400 1300 1309,44,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,SERRANO,3RD,34.069,-118.3067
221405843,02/06/2022 12:00:00 AM,12/16/2021 12:00:00 AM,1800,14,Pacific,1441,1,330,BURGLARY FROM VEHICLE,1609 1300 0344,54,M,W,101,STREET,,,IC,Invest Cont,330,,,,400    28TH                         AV,,33.9827,-118.4649
220126469,12/16/2022 12:00:00 AM,12/16/2022 12:00:00 AM,1310,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0917 1822 0416 0910 0319 0447,43,F,H,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
221017811,12/16/2022 12:00:00 AM,12/16/2022 12:00:00 AM,1925,10,West Valley,1088,1,310,BURGLARY,0344 0352 1822 1609 0321,50,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,16500    BOSQUE                       DR,,34.1503,-118.5007
222019292,12/16/2022 12:00:00 AM,12/16/2022 12:00:00 AM,1030,20,Olympic,2034,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1822 0444 0411 0421 0334 0917 0202,42,M,O,406,OTHER STORE,207,OTHER KNIFE,IC,Invest Cont,230,998,,,3500    WILSHIRE                     BL,,34.0617,-118.3004
221322629,12/19/2022 12:00:00 AM,12/16/2022 12:00:00 AM,1745,13,Newton,1309,1,330,BURGLARY FROM VEHICLE,0344 0352 0358 1307,32,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,2100 E  7TH                          ST,,34.0345,-118.2298
220401341,12/16/2022 12:00:00 AM,12/16/2022 12:00:00 AM,1530,4,Hollenbeck,466,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0906 0329 1402 1407 1300,70,F,H,101,STREET,,,IC,Invest Cont,740,998,,,100 N  SAVANNAH                     ST,,34.041,-118.2036
221615225,12/17/2022 12:00:00 AM,12/16/2022 12:00:00 AM,200,16,Foothill,1699,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,65,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,7600    CLAYBECK                     AV,,34.2087,-118.3497
222117861,12/16/2022 12:00:00 AM,12/16/2022 12:00:00 AM,1315,21,Topanga,2157,2,624,BATTERY - SIMPLE ASSAULT,0906 0416,25,F,H,123,PARKING UNDERGROUND/BUILDING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6700    DE SOTO                      AV,,34.1923,-118.5884
221918084,12/17/2022 12:00:00 AM,12/16/2022 12:00:00 AM,1630,19,Mission,1908,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,49,M,H,101,STREET,,,IC,Invest Cont,331,,,,12800    MACLAY                       ST,,34.3047,-118.4121
222117864,12/16/2022 12:00:00 AM,12/16/2022 12:00:00 AM,1820,21,Topanga,2129,2,624,BATTERY - SIMPLE ASSAULT,0602 0416,55,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,19700    HEMMINGWAY                   ST,,34.214,-118.5627
201918206,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1800,19,Mission,1902,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0431 2000 1814 0913,36,F,B,505,MOTEL,512,MACE/PEPPER SPRAY,AO,Adult Other,236,,,,14900    ROXFORD                      ST,,34.3229,-118.4602
202018528,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,2300,20,Olympic,2055,1,210,ROBBERY,0216 0305 0416 0417 0429 0446 0370 1822,55,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,PICO,MARIPOSA,34.0472,-118.2987
200416030,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,900,4,Hollenbeck,457,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0400 0416 0411 0913,40,M,H,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,230,,,,2900 E  CESAR E CHAVEZ               AV,,34.0469,-118.2032
201918152,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,130,19,Mission,1994,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0429 2000 1814 0416,31,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,8000    WILLIS                       AV,,34.2184,-118.4547
201321399,12/18/2020 12:00:00 AM,12/17/2020 12:00:00 AM,200,13,Newton,1309,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,29,M,H,101,STREET,,,IC,Invest Cont,420,,,,2100 E  8TH                          ST,,34.0296,-118.2364
200717252,12/18/2020 12:00:00 AM,12/17/2020 12:00:00 AM,555,7,Wilshire,773,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1309 0344 0216,51,M,H,104,DRIVEWAY,,,IC,Invest Cont,440,,,,1800 S  CURSON                       AV,,34.0409,-118.363
211200900,12/17/2021 12:00:00 AM,12/17/2021 12:00:00 AM,15,12,77th Street,1215,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1402 1822 1310 1100 0450 1407,45,M,H,101,STREET,107,OTHER FIREARM,IC,Invest Cont,230,998,,,NORMANDIE,57TH                         ST,33.9909,-118.3002
211320467,12/17/2021 12:00:00 AM,12/17/2021 12:00:00 AM,1130,13,Newton,1383,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1817 1805 1816 1270,41,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",216,SCISSORS,IC,Invest Cont,236,,,,6000    WALL                         ST,,33.9847,-118.2718
221006751,03/15/2022 12:00:00 AM,12/17/2021 12:00:00 AM,1200,10,West Valley,1015,2,354,THEFT OF IDENTITY,1822 0930,71,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7400    BALCOM                       AV,,34.2048,-118.5208
211015749,12/17/2021 12:00:00 AM,12/17/2021 12:00:00 AM,1030,10,West Valley,1019,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,443,45,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,15600    LEADWELL                     ST,,34.2039,-118.4749
210917866,12/20/2021 12:00:00 AM,12/17/2021 12:00:00 AM,700,9,Van Nuys,979,1,310,BURGLARY,1822 0344 0358 1607,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,13200    MOORPARK                     ST,,34.1536,-118.4181
210917751,12/17/2021 12:00:00 AM,12/17/2021 12:00:00 AM,1745,9,Van Nuys,946,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813,54,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,13900    BURBANK                      BL,,34.1721,-118.4362
211614444,12/17/2021 12:00:00 AM,12/17/2021 12:00:00 AM,1200,16,Foothill,1699,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0401,51,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,7600    HOLLYWOOD                    WY,,34.2085,-118.3486
211015780,12/18/2021 12:00:00 AM,12/17/2021 12:00:00 AM,2200,10,West Valley,1025,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,42,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6800    ETIWANDA                     AV,,34.1939,-118.5317
212117692,12/18/2021 12:00:00 AM,12/17/2021 12:00:00 AM,1927,21,Topanga,2146,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0216,50,M,W,406,OTHER STORE,,,AO,Adult Other,740,,,,7100    OWENSMOUTH                   AV,,34.1992,-118.6016
211518926,12/19/2021 12:00:00 AM,12/17/2021 12:00:00 AM,1855,15,N Hollywood,1585,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,23,F,W,101,STREET,,,IC,Invest Cont,331,,,,11100    AQUA VISTA                   ST,,34.145,-118.3728
221518715,12/18/2022 12:00:00 AM,12/17/2022 12:00:00 AM,1730,15,N Hollywood,1586,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0416 2034 2004 0910,47,M,O,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,LANKERSHIM,LANKERSHIM,34.1447,-118.3624
222117909,12/18/2022 12:00:00 AM,12/17/2022 12:00:00 AM,2100,21,Topanga,2111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1307,24,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,CLEAR CREEK                  PL,STERLING RAN                 RD,34.213,-118.6458
221225707,12/20/2022 12:00:00 AM,12/17/2022 12:00:00 AM,1000,12,77th Street,1253,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1822 0329 0344 0385,28,F,H,101,STREET,,,IC,Invest Cont,331,,,,2100 W  78TH                         ST,,33.9691,-118.3156
220917489,12/20/2022 12:00:00 AM,12/17/2022 12:00:00 AM,1230,9,Van Nuys,909,1,330,BURGLARY FROM VEHICLE,0344 1300 0385,31,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,13800    SHERMAN                      WY,,34.205,-118.4339
